CHANNEL,ID,SALES,RETURNS,PROFIT
catalog channel,catalog_pageAAAAAAAAKAKAAAAA,0.00,406262.40,-233059.23
catalog channel,catalog_pageAAAAAAAAKALAAAAA,265817038.17,88791.96,-26107068.65
catalog channel,catalog_pageAAAAAAAAKBAAAAAA,0.00,13261263.87,-7789312.27
catalog channel,catalog_pageAAAAAAAAKBBAAAAA,0.00,13330919.87,-7831873.15
catalog channel,catalog_pageAAAAAAAAKBCAAAAA,530559550.95,4455136.68,-54978754.18
catalog channel,catalog_pageAAAAAAAAKBDAAAAA,266695101.38,1417835.04,-25254562.46
catalog channel,catalog_pageAAAAAAAAKBEAAAAA,266091223.12,1511924.79,-26467596.75
catalog channel,catalog_pageAAAAAAAAKBFAAAAA,0.00,1013269.34,-597004.28
catalog channel,catalog_pageAAAAAAAAKBGAAAAA,0.00,963410.13,-546703.68
catalog channel,catalog_pageAAAAAAAAKBHAAAAA,0.00,1063883.89,-613876.34
catalog channel,catalog_pageAAAAAAAAKBIAAAAA,0.00,699978.36,-376492.53
catalog channel,catalog_pageAAAAAAAAKBJAAAAA,0.00,351088.47,-198884.71
catalog channel,catalog_pageAAAAAAAAKBKAAAAA,0.00,354710.51,-217602.64
catalog channel,catalog_pageAAAAAAAAKBLAAAAA,266380125.74,104602.35,-26324428.74
catalog channel,catalog_pageAAAAAAAAKCAAAAAA,0.00,13252367.05,-7961496.82
catalog channel,catalog_pageAAAAAAAAKCBAAAAA,0.00,13681148.21,-7951284.20
catalog channel,catalog_pageAAAAAAAAKCCAAAAA,531274138.15,4565788.32,-55651200.66
catalog channel,catalog_pageAAAAAAAAKCDAAAAA,265873171.73,1571122.55,-27761761.92
catalog channel,catalog_pageAAAAAAAAKCEAAAAA,269732379.04,1482659.36,-26664251.49
catalog channel,catalog_pageAAAAAAAAKCFAAAAA,0.00,934918.72,-567838.06
catalog channel,catalog_pageAAAAAAAAKCGAAAAA,0.00,1004573.86,-589348.27
catalog channel,catalog_pageAAAAAAAAKCHAAAAA,0.00,1071232.77,-628037.88
catalog channel,catalog_pageAAAAAAAAKCIAAAAA,0.00,673659.23,-396514.11
catalog channel,catalog_pageAAAAAAAAKCJAAAAA,0.00,334211.92,-234451.45
catalog channel,catalog_pageAAAAAAAAKCKAAAAA,264005871.92,85494.21,-26558766.88
catalog channel,catalog_pageAAAAAAAAKCLAAAAA,265778283.43,102932.00,-26875646.83
catalog channel,catalog_pageAAAAAAAAKDAAAAAA,0.00,12850642.12,-7579468.15
catalog channel,catalog_pageAAAAAAAAKDBAAAAA,0.00,13526459.43,-8040168.90
catalog channel,catalog_pageAAAAAAAAKDCAAAAA,529630837.42,4388094.99,-56577232.83
catalog channel,catalog_pageAAAAAAAAKDDAAAAA,267244261.87,1632512.18,-26420662.45
catalog channel,catalog_pageAAAAAAAAKDEAAAAA,267812768.50,1635970.44,-26572977.88
catalog channel,catalog_pageAAAAAAAAKDFAAAAA,0.00,1004737.09,-586313.99
catalog channel,catalog_pageAAAAAAAAKDGAAAAA,0.00,995165.84,-574293.70
catalog channel,catalog_pageAAAAAAAAKDHAAAAA,0.00,972920.51,-539806.84
catalog channel,catalog_pageAAAAAAAAKDIAAAAA,0.00,688676.11,-402167.44
catalog channel,catalog_pageAAAAAAAAKDJAAAAA,0.00,354109.50,-201986.48
catalog channel,catalog_pageAAAAAAAAKDKAAAAA,264578929.91,83151.60,-27229843.00
catalog channel,catalog_pageAAAAAAAAKDLAAAAA,264650038.58,56854.53,-26481390.68
catalog channel,catalog_pageAAAAAAAAKEAAAAAA,0.00,13262299.50,-7680682.99
catalog channel,catalog_pageAAAAAAAAKEBAAAAA,0.00,13803419.60,-8029283.85
catalog channel,catalog_pageAAAAAAAAKECAAAAA,529952154.39,4685194.88,-56441460.98
catalog channel,catalog_pageAAAAAAAAKEDAAAAA,266594750.98,1590069.53,-27591020.88
catalog channel,catalog_pageAAAAAAAAKEEAAAAA,264364936.53,1650111.38,-26350719.95
catalog channel,catalog_pageAAAAAAAAKEFAAAAA,0.00,893121.44,-544658.64
catalog channel,catalog_pageAAAAAAAAKEGAAAAA,0.00,981878.53,-578582.25
catalog channel,catalog_pageAAAAAAAAKEHAAAAA,0.00,719059.88,-413339.51
catalog channel,catalog_pageAAAAAAAAKEIAAAAA,0.00,615004.04,-383449.10
catalog channel,catalog_pageAAAAAAAAKEJAAAAA,0.00,361820.88,-195458.00
catalog channel,catalog_pageAAAAAAAAKEKAAAAA,262843369.13,77454.31,-26934055.97
catalog channel,catalog_pageAAAAAAAAKELAAAAA,266069353.35,103717.61,-27320874.74
catalog channel,catalog_pageAAAAAAAAKFAAAAAA,0.00,13141665.82,-7725418.63
catalog channel,catalog_pageAAAAAAAAKFBAAAAA,0.00,13149924.51,-7604373.95
catalog channel,catalog_pageAAAAAAAAKFCAAAAA,532885820.57,4486425.70,-56099581.31
catalog channel,catalog_pageAAAAAAAAKFDAAAAA,266293639.24,1610807.32,-27018580.55
catalog channel,catalog_pageAAAAAAAAKFEAAAAA,0.00,924637.39,-560263.39
catalog channel,catalog_pageAAAAAAAAKFFAAAAA,0.00,1093482.60,-623624.46
catalog channel,catalog_pageAAAAAAAAKFGAAAAA,0.00,1029866.71,-579412.14
catalog channel,catalog_pageAAAAAAAAKFHAAAAA,0.00,732133.19,-402012.61
catalog channel,catalog_pageAAAAAAAAKFIAAAAA,0.00,769358.50,-439428.05
catalog channel,catalog_pageAAAAAAAAKFJAAAAA,0.00,330078.96,-204873.17
catalog channel,catalog_pageAAAAAAAAKFKAAAAA,267190851.20,94143.06,-27306446.03
catalog channel,catalog_pageAAAAAAAAKFLAAAAA,268895189.24,110477.32,-25833082.32
catalog channel,catalog_pageAAAAAAAAKGAAAAAA,0.00,13252668.11,-7708205.50
catalog channel,catalog_pageAAAAAAAAKGBAAAAA,0.00,13400714.51,-7731720.29
catalog channel,catalog_pageAAAAAAAAKGCAAAAA,532742173.23,4630564.41,-55020422.22
catalog channel,catalog_pageAAAAAAAAKGDAAAAA,265724917.26,1537042.90,-26931318.33
catalog channel,catalog_pageAAAAAAAAKGEAAAAA,0.00,919638.85,-527933.29
catalog channel,catalog_pageAAAAAAAAKGFAAAAA,0.00,1013832.75,-574802.18
catalog channel,catalog_pageAAAAAAAAKGGAAAAA,0.00,944931.03,-548073.96
catalog channel,catalog_pageAAAAAAAAKGHAAAAA,0.00,729047.54,-427683.19
catalog channel,catalog_pageAAAAAAAAKGIAAAAA,0.00,703817.85,-397913.77
catalog channel,catalog_pageAAAAAAAAKGJAAAAA,0.00,411374.02,-236197.61
catalog channel,catalog_pageAAAAAAAAKGKAAAAA,266553626.24,112174.93,-27014543.90
catalog channel,catalog_pageAAAAAAAAKGLAAAAA,265442500.60,91185.58,-27136195.86
catalog channel,catalog_pageAAAAAAAAKHAAAAAA,0.00,13389723.80,-7751084.67
catalog channel,catalog_pageAAAAAAAAKHBAAAAA,532214549.69,4538550.77,-55626942.02
catalog channel,catalog_pageAAAAAAAAKHCAAAAA,532422790.58,4502864.66,-55208412.54
catalog channel,catalog_pageAAAAAAAAKHDAAAAA,268508400.83,1465693.80,-26429587.33
catalog channel,catalog_pageAAAAAAAAKHEAAAAA,0.00,870270.78,-550984.83
catalog channel,catalog_pageAAAAAAAAKHFAAAAA,0.00,967443.60,-580148.94
catalog channel,catalog_pageAAAAAAAAKHGAAAAA,0.00,1021670.21,-595715.53
catalog channel,catalog_pageAAAAAAAAKHHAAAAA,0.00,670665.19,-395701.08
catalog channel,catalog_pageAAAAAAAAKHIAAAAA,0.00,674680.50,-428914.39
catalog channel,catalog_pageAAAAAAAAKHJAAAAA,0.00,375576.12,-208113.27
catalog channel,catalog_pageAAAAAAAAKHKAAAAA,267601548.72,85617.13,-25863625.25
catalog channel,catalog_pageAAAAAAAAKHLAAAAA,265569461.19,104553.89,-26395255.16
catalog channel,catalog_pageAAAAAAAAKIAAAAAA,0.00,13489058.11,-7889085.96
catalog channel,catalog_pageAAAAAAAAKIBAAAAA,528136998.80,4361262.99,-57710624.28
catalog channel,catalog_pageAAAAAAAAKICAAAAA,531202126.61,4365100.98,-57010726.79
catalog channel,catalog_pageAAAAAAAAKIDAAAAA,265263451.29,1452992.10,-27065743.54
catalog channel,catalog_pageAAAAAAAAKIEAAAAA,0.00,1015088.02,-581459.39
catalog channel,catalog_pageAAAAAAAAKIFAAAAA,0.00,894092.32,-544620.75
catalog channel,catalog_pageAAAAAAAAKIGAAAAA,0.00,929816.50,-550093.68
catalog channel,catalog_pageAAAAAAAAKIHAAAAA,0.00,572980.69,-336044.41
catalog channel,catalog_pageAAAAAAAAKIIAAAAA,0.00,638850.80,-367366.78
catalog channel,catalog_pageAAAAAAAAKIJAAAAA,0.00,371933.16,-209339.25
catalog channel,catalog_pageAAAAAAAAKIKAAAAA,264099137.30,70630.73,-26538164.44
catalog channel,catalog_pageAAAAAAAAKILAAAAA,265528738.85,53134.60,-26725665.92
catalog channel,catalog_pageAAAAAAAAKJAAAAAA,0.00,13218989.95,-7726038.86
catalog channel,catalog_pageAAAAAAAAKJBAAAAA,531595461.83,4412118.94,-56867870.33
catalog channel,catalog_pageAAAAAAAAKJCAAAAA,532756228.00,4460189.36,-56805697.49
catalog channel,catalog_pageAAAAAAAAKJDAAAAA,265651852.81,1571679.45,-28228817.92
catalog channel,catalog_pageAAAAAAAAKJEAAAAA,0.00,1103816.38,-665996.82
catalog channel,catalog_pageAAAAAAAAKJFAAAAA,0.00,959855.75,-581209.66
catalog channel,catalog_pageAAAAAAAAKJGAAAAA,0.00,1019275.14,-630545.03
catalog channel,catalog_pageAAAAAAAAKJHAAAAA,0.00,627346.97,-365148.59
catalog channel,catalog_pageAAAAAAAAKJIAAAAA,0.00,696692.23,-399602.49
catalog channel,catalog_pageAAAAAAAAKJJAAAAA,0.00,425722.67,-231492.57
catalog channel,catalog_pageAAAAAAAAKJKAAAAA,267098261.74,77400.58,-25344090.73
catalog channel,catalog_pageAAAAAAAAKKAAAAAA,0.00,13419411.74,-7963957.47
catalog channel,catalog_pageAAAAAAAAKKBAAAAA,533013063.24,4811834.80,-56565051.73
catalog channel,catalog_pageAAAAAAAAKKCAAAAA,530255366.98,4569997.29,-57034168.90
catalog channel,catalog_pageAAAAAAAAKKDAAAAA,264818867.24,1654047.47,-27383967.47
catalog channel,catalog_pageAAAAAAAAKKEAAAAA,0.00,953278.50,-589105.55
catalog channel,catalog_pageAAAAAAAAKKFAAAAA,0.00,1086440.47,-639085.62
catalog channel,catalog_pageAAAAAAAAKKGAAAAA,0.00,917065.20,-505256.19
catalog channel,catalog_pageAAAAAAAAKKHAAAAA,0.00,707378.38,-409179.69
catalog channel,catalog_pageAAAAAAAAKKIAAAAA,0.00,697342.01,-398830.72
catalog channel,catalog_pageAAAAAAAAKKJAAAAA,0.00,347905.36,-197177.61
catalog channel,catalog_pageAAAAAAAAKKKAAAAA,266112090.88,94872.19,-27830881.92
catalog channel,catalog_pageAAAAAAAAKLAAAAAA,0.00,13218531.28,-7695827.55
catalog channel,catalog_pageAAAAAAAAKLBAAAAA,532115611.40,4477461.48,-55020234.29
catalog channel,catalog_pageAAAAAAAAKLCAAAAA,534549835.96,4525343.00,-55152873.26
catalog channel,catalog_pageAAAAAAAAKLDAAAAA,266463312.12,1461893.73,-26497176.76
catalog channel,catalog_pageAAAAAAAAKLEAAAAA,0.00,1084778.80,-672412.63
catalog channel,catalog_pageAAAAAAAAKLFAAAAA,0.00,1008524.01,-604743.49
catalog channel,catalog_pageAAAAAAAAKLGAAAAA,0.00,871925.34,-515265.80
catalog channel,catalog_pageAAAAAAAAKLHAAAAA,0.00,836860.96,-454077.10
catalog channel,catalog_pageAAAAAAAAKLIAAAAA,0.00,323894.37,-182630.43
catalog channel,catalog_pageAAAAAAAAKLJAAAAA,0.00,384057.62,-195889.70
catalog channel,catalog_pageAAAAAAAAKLKAAAAA,265706073.12,96162.09,-26712913.80
catalog channel,catalog_pageAAAAAAAAKMAAAAAA,0.00,13533743.60,-7775012.65
catalog channel,catalog_pageAAAAAAAAKMBAAAAA,532967900.19,4769564.77,-56163658.93
catalog channel,catalog_pageAAAAAAAAKMCAAAAA,530997724.63,4727341.92,-58616540.39
catalog channel,catalog_pageAAAAAAAAKMDAAAAA,265501552.02,1494328.00,-27887562.33
catalog channel,catalog_pageAAAAAAAAKMEAAAAA,0.00,851504.74,-515820.14
catalog channel,catalog_pageAAAAAAAAKMFAAAAA,0.00,1045946.37,-606254.39
catalog channel,catalog_pageAAAAAAAAKMGAAAAA,0.00,983310.98,-558511.89
catalog channel,catalog_pageAAAAAAAAKMHAAAAA,0.00,658240.09,-374155.45
catalog channel,catalog_pageAAAAAAAAKMIAAAAA,0.00,374050.99,-218078.87
catalog channel,catalog_pageAAAAAAAAKMJAAAAA,0.00,326748.31,-196918.27
catalog channel,catalog_pageAAAAAAAAKMKAAAAA,266209580.98,83983.88,-25379050.85
catalog channel,catalog_pageAAAAAAAAKNAAAAAA,0.00,13508661.98,-7790370.00
catalog channel,catalog_pageAAAAAAAAKNBAAAAA,529613544.01,4586702.31,-56585932.43
catalog channel,catalog_pageAAAAAAAAKNCAAAAA,531758137.51,4595918.62,-55144291.75
catalog channel,catalog_pageAAAAAAAAKNDAAAAA,265084102.32,1639993.06,-26416157.70
catalog channel,catalog_pageAAAAAAAAKNEAAAAA,0.00,1157154.55,-672257.83
catalog channel,catalog_pageAAAAAAAAKNFAAAAA,0.00,946366.46,-528846.50
catalog channel,catalog_pageAAAAAAAAKNGAAAAA,0.00,993506.58,-526354.09
catalog channel,catalog_pageAAAAAAAAKNHAAAAA,0.00,632460.06,-377766.27
catalog channel,catalog_pageAAAAAAAAKNIAAAAA,0.00,397376.20,-237171.42
catalog channel,catalog_pageAAAAAAAAKNJAAAAA,0.00,369225.41,-203859.88
catalog channel,catalog_pageAAAAAAAAKNKAAAAA,267807199.84,93570.77,-26308190.15
catalog channel,catalog_pageAAAAAAAAKOAAAAAA,0.00,13527248.59,-7894311.74
catalog channel,catalog_pageAAAAAAAAKOBAAAAA,527587384.05,4691705.08,-58548360.65
catalog channel,catalog_pageAAAAAAAAKOCAAAAA,265605690.60,1520216.09,-28109637.41
catalog channel,catalog_pageAAAAAAAAKODAAAAA,268032516.68,1454041.98,-26654560.43
catalog channel,catalog_pageAAAAAAAAKOEAAAAA,0.00,1049445.97,-681069.75
catalog channel,catalog_pageAAAAAAAAKOFAAAAA,0.00,965680.58,-548956.77
catalog channel,catalog_pageAAAAAAAAKOGAAAAA,0.00,984919.07,-582805.90
catalog channel,catalog_pageAAAAAAAAKOHAAAAA,0.00,823781.94,-469481.06
catalog channel,catalog_pageAAAAAAAAKOIAAAAA,0.00,376809.97,-231992.75
catalog channel,catalog_pageAAAAAAAAKOJAAAAA,0.00,316706.16,-195515.30
catalog channel,catalog_pageAAAAAAAAKOKAAAAA,263815282.18,85329.77,-26905929.01
catalog channel,catalog_pageAAAAAAAAKPAAAAAA,0.00,13614247.87,-7977079.31
catalog channel,catalog_pageAAAAAAAAKPBAAAAA,531905427.71,4329319.16,-58036817.01
catalog channel,catalog_pageAAAAAAAAKPCAAAAA,262666308.16,1531386.16,-29458856.54
catalog channel,catalog_pageAAAAAAAAKPDAAAAA,266945839.61,1483738.69,-26255548.58
catalog channel,catalog_pageAAAAAAAAKPEAAAAA,0.00,1005796.33,-554533.93
catalog channel,catalog_pageAAAAAAAAKPFAAAAA,0.00,908975.18,-527362.49
catalog channel,catalog_pageAAAAAAAAKPGAAAAA,0.00,972061.89,-557056.06
catalog channel,catalog_pageAAAAAAAAKPHAAAAA,0.00,722300.75,-410778.91
catalog channel,catalog_pageAAAAAAAAKPIAAAAA,0.00,405573.78,-221346.11
catalog channel,catalog_pageAAAAAAAAKPJAAAAA,0.00,407978.81,-226905.02
catalog channel,catalog_pageAAAAAAAAKPKAAAAA,266479509.18,91206.91,-25817569.04
catalog channel,catalog_pageAAAAAAAALAAAAAAA,0.00,13158286.97,-7978770.39
catalog channel,catalog_pageAAAAAAAALABAAAAA,0.00,13176781.44,-7735269.75
catalog channel,catalog_pageAAAAAAAALACAAAAA,533804887.37,4499884.69,-56095169.30
catalog channel,catalog_pageAAAAAAAALADAAAAA,266875627.72,1523977.80,-26921571.01
catalog channel,catalog_pageAAAAAAAALAEAAAAA,264760032.18,1523479.13,-27575037.56
catalog channel,catalog_pageAAAAAAAALAFAAAAA,0.00,1007745.19,-590998.67
catalog channel,catalog_pageAAAAAAAALAGAAAAA,0.00,993415.10,-568218.59
catalog channel,catalog_pageAAAAAAAALAHAAAAA,0.00,967432.64,-574681.88
catalog channel,catalog_pageAAAAAAAALAIAAAAA,0.00,576170.25,-364589.38
catalog channel,catalog_pageAAAAAAAALAJAAAAA,0.00,357310.46,-207442.01
catalog channel,catalog_pageAAAAAAAALAKAAAAA,0.00,369601.16,-213511.03
catalog channel,catalog_pageAAAAAAAALALAAAAA,264988921.67,42472.05,-26790008.56
catalog channel,catalog_pageAAAAAAAALBAAAAAA,0.00,12824901.29,-7443625.15
catalog channel,catalog_pageAAAAAAAALBBAAAAA,0.00,13397927.02,-7721906.41
catalog channel,catalog_pageAAAAAAAALBCAAAAA,530899993.21,4501600.23,-56333243.09
catalog channel,catalog_pageAAAAAAAALBDAAAAA,265337868.21,1512261.43,-27630631.19
catalog channel,catalog_pageAAAAAAAALBEAAAAA,267086613.02,1707323.90,-28677726.97
catalog channel,catalog_pageAAAAAAAALBFAAAAA,0.00,905265.63,-545533.08
catalog channel,catalog_pageAAAAAAAALBGAAAAA,0.00,933973.90,-559707.51
catalog channel,catalog_pageAAAAAAAALBHAAAAA,0.00,1007403.53,-608944.40
catalog channel,catalog_pageAAAAAAAALBIAAAAA,0.00,777764.90,-428732.48
catalog channel,catalog_pageAAAAAAAALBJAAAAA,0.00,343640.40,-205334.97
catalog channel,catalog_pageAAAAAAAALBKAAAAA,0.00,350520.86,-218958.58
catalog channel,catalog_pageAAAAAAAALBLAAAAA,266936025.44,97960.66,-26005322.02
catalog channel,catalog_pageAAAAAAAALCAAAAAA,0.00,13563466.92,-7935475.84
catalog channel,catalog_pageAAAAAAAALCBAAAAA,0.00,13336498.03,-7756772.22
catalog channel,catalog_pageAAAAAAAALCCAAAAA,535250911.68,4755965.58,-56824222.27
catalog channel,catalog_pageAAAAAAAALCDAAAAA,265361502.02,1657216.54,-26798548.47
catalog channel,catalog_pageAAAAAAAALCEAAAAA,264385998.26,1661170.84,-28471391.49
catalog channel,catalog_pageAAAAAAAALCFAAAAA,0.00,1040041.64,-581222.30
catalog channel,catalog_pageAAAAAAAALCGAAAAA,0.00,1074994.86,-608713.89
catalog channel,catalog_pageAAAAAAAALCHAAAAA,0.00,953553.93,-563446.75
catalog channel,catalog_pageAAAAAAAALCIAAAAA,0.00,777437.08,-396781.99
catalog channel,catalog_pageAAAAAAAALCJAAAAA,0.00,427473.54,-270233.91
catalog channel,catalog_pageAAAAAAAALCKAAAAA,266692550.07,66832.50,-26100385.74
catalog channel,catalog_pageAAAAAAAALCLAAAAA,265008156.95,66538.11,-26400814.85
catalog channel,catalog_pageAAAAAAAALDAAAAAA,0.00,13307104.23,-7700936.57
catalog channel,catalog_pageAAAAAAAALDBAAAAA,0.00,13249955.49,-7820859.68
catalog channel,catalog_pageAAAAAAAALDCAAAAA,533363316.06,4424653.48,-55325068.95
catalog channel,catalog_pageAAAAAAAALDDAAAAA,265484862.72,1524559.91,-27310413.33
catalog channel,catalog_pageAAAAAAAALDEAAAAA,266718094.76,1666972.62,-27824214.47
catalog channel,catalog_pageAAAAAAAALDFAAAAA,0.00,950683.79,-549746.77
catalog channel,catalog_pageAAAAAAAALDGAAAAA,0.00,918681.73,-551469.57
catalog channel,catalog_pageAAAAAAAALDHAAAAA,0.00,738661.37,-439787.24
catalog channel,catalog_pageAAAAAAAALDIAAAAA,0.00,614535.47,-346950.07
catalog channel,catalog_pageAAAAAAAALDJAAAAA,0.00,378447.26,-224679.43
catalog channel,catalog_pageAAAAAAAALDKAAAAA,267406521.82,104448.80,-26239410.93
catalog channel,catalog_pageAAAAAAAALDLAAAAA,269981842.50,108794.00,-25525586.75
catalog channel,catalog_pageAAAAAAAALEAAAAAA,0.00,13560408.09,-7828445.24
catalog channel,catalog_pageAAAAAAAALEBAAAAA,0.00,12980086.05,-7769977.17
catalog channel,catalog_pageAAAAAAAALECAAAAA,535183717.96,4592748.83,-54364952.74
catalog channel,catalog_pageAAAAAAAALEDAAAAA,266192158.96,1561228.33,-28999213.03
catalog channel,catalog_pageAAAAAAAALEEAAAAA,267062883.64,1654076.76,-28254357.18
catalog channel,catalog_pageAAAAAAAALEFAAAAA,0.00,1003842.19,-572290.28
catalog channel,catalog_pageAAAAAAAALEGAAAAA,0.00,984872.71,-573177.45
catalog channel,catalog_pageAAAAAAAALEHAAAAA,0.00,605458.76,-370835.71
catalog channel,catalog_pageAAAAAAAALEIAAAAA,0.00,693481.42,-399925.92
catalog channel,catalog_pageAAAAAAAALEJAAAAA,0.00,423760.34,-257355.22
catalog channel,catalog_pageAAAAAAAALEKAAAAA,266635901.22,90238.05,-25418052.55
catalog channel,catalog_pageAAAAAAAALELAAAAA,265908763.97,93056.72,-26042185.32
catalog channel,catalog_pageAAAAAAAALFAAAAAA,0.00,13448623.84,-7995582.75
catalog channel,catalog_pageAAAAAAAALFBAAAAA,0.00,13831224.65,-7979698.90
catalog channel,catalog_pageAAAAAAAALFCAAAAA,530677326.11,4496617.23,-55171574.07
catalog channel,catalog_pageAAAAAAAALFDAAAAA,263948087.82,1481076.68,-27468362.35
catalog channel,catalog_pageAAAAAAAALFEAAAAA,0.00,815781.12,-496129.39
catalog channel,catalog_pageAAAAAAAALFFAAAAA,0.00,1077370.17,-622569.11
catalog channel,catalog_pageAAAAAAAALFGAAAAA,0.00,1046321.81,-606623.30
catalog channel,catalog_pageAAAAAAAALFHAAAAA,0.00,631673.39,-383939.59
catalog channel,catalog_pageAAAAAAAALFIAAAAA,0.00,690851.44,-409250.73
catalog channel,catalog_pageAAAAAAAALFJAAAAA,0.00,367331.75,-237391.80
catalog channel,catalog_pageAAAAAAAALFKAAAAA,264573754.05,92704.17,-26230917.47
catalog channel,catalog_pageAAAAAAAALFLAAAAA,264682070.71,87505.21,-27072594.44
catalog channel,catalog_pageAAAAAAAALGAAAAAA,0.00,13269228.49,-7871010.66
catalog channel,catalog_pageAAAAAAAALGBAAAAA,0.00,13637937.38,-7907773.18
catalog channel,catalog_pageAAAAAAAALGCAAAAA,532110032.64,4532639.48,-54582636.37
catalog channel,catalog_pageAAAAAAAALGDAAAAA,264527236.97,1499392.06,-27609256.72
catalog channel,catalog_pageAAAAAAAALGEAAAAA,0.00,1000010.90,-601400.77
catalog channel,catalog_pageAAAAAAAALGFAAAAA,0.00,928187.47,-542204.27
catalog channel,catalog_pageAAAAAAAALGGAAAAA,0.00,1001485.37,-533598.81
catalog channel,catalog_pageAAAAAAAALGHAAAAA,0.00,636226.33,-360211.51
catalog channel,catalog_pageAAAAAAAALGIAAAAA,0.00,687674.18,-407484.57
catalog channel,catalog_pageAAAAAAAALGJAAAAA,0.00,359387.00,-216683.42
catalog channel,catalog_pageAAAAAAAALGKAAAAA,266206896.89,93618.13,-26841195.41
catalog channel,catalog_pageAAAAAAAALGLAAAAA,264862979.48,103416.23,-27114956.44
catalog channel,catalog_pageAAAAAAAALHAAAAAA,0.00,13722210.58,-8097900.88
catalog channel,catalog_pageAAAAAAAALHBAAAAA,526399423.45,4605134.74,-57046975.26
catalog channel,catalog_pageAAAAAAAALHCAAAAA,532787431.22,4687202.70,-56545001.73
catalog channel,catalog_pageAAAAAAAALHDAAAAA,267228407.12,1473905.53,-27977369.20
catalog channel,catalog_pageAAAAAAAALHEAAAAA,0.00,948099.91,-534792.11
catalog channel,catalog_pageAAAAAAAALHFAAAAA,0.00,1056389.01,-596051.52
catalog channel,catalog_pageAAAAAAAALHGAAAAA,0.00,839384.62,-506136.10
catalog channel,catalog_pageAAAAAAAALHHAAAAA,0.00,718249.60,-412405.82
catalog channel,catalog_pageAAAAAAAALHIAAAAA,0.00,726858.77,-397234.05
catalog channel,catalog_pageAAAAAAAALHJAAAAA,0.00,380733.27,-214460.77
catalog channel,catalog_pageAAAAAAAALHKAAAAA,267364032.39,88182.23,-24352268.51
catalog channel,catalog_pageAAAAAAAALHLAAAAA,264895855.39,103086.77,-26048457.97
catalog channel,catalog_pageAAAAAAAALIAAAAAA,0.00,13549675.00,-7922180.11
catalog channel,catalog_pageAAAAAAAALIBAAAAA,529089838.76,4584267.56,-57150053.57
catalog channel,catalog_pageAAAAAAAALICAAAAA,531438255.47,4596741.50,-57061367.97
catalog channel,catalog_pageAAAAAAAALIDAAAAA,267208702.05,1419659.81,-27498612.48
catalog channel,catalog_pageAAAAAAAALIEAAAAA,0.00,1104341.11,-619451.50
catalog channel,catalog_pageAAAAAAAALIFAAAAA,0.00,1013378.84,-626658.29
catalog channel,catalog_pageAAAAAAAALIGAAAAA,0.00,900460.04,-567410.22
catalog channel,catalog_pageAAAAAAAALIHAAAAA,0.00,720539.80,-404665.58
catalog channel,catalog_pageAAAAAAAALIIAAAAA,0.00,695743.76,-407911.56
catalog channel,catalog_pageAAAAAAAALIJAAAAA,0.00,417137.37,-252735.70
catalog channel,catalog_pageAAAAAAAALIKAAAAA,266386894.18,88597.90,-26794801.68
catalog channel,catalog_pageAAAAAAAALILAAAAA,266043816.06,88460.15,-26728218.22
catalog channel,catalog_pageAAAAAAAALJAAAAAA,0.00,13479193.68,-7844938.43
catalog channel,catalog_pageAAAAAAAALJBAAAAA,530030844.04,4295753.75,-56463762.45
catalog channel,catalog_pageAAAAAAAALJCAAAAA,533587331.65,4502607.64,-55054023.42
catalog channel,catalog_pageAAAAAAAALJDAAAAA,265130595.02,1419523.79,-27627988.54
catalog channel,catalog_pageAAAAAAAALJEAAAAA,0.00,1004273.48,-609767.46
catalog channel,catalog_pageAAAAAAAALJFAAAAA,0.00,1060233.03,-596946.44
catalog channel,catalog_pageAAAAAAAALJGAAAAA,0.00,948735.43,-554254.49
catalog channel,catalog_pageAAAAAAAALJHAAAAA,0.00,651583.21,-405556.53
catalog channel,catalog_pageAAAAAAAALJIAAAAA,0.00,768266.13,-438027.53
catalog channel,catalog_pageAAAAAAAALJJAAAAA,0.00,311193.72,-196924.68
catalog channel,catalog_pageAAAAAAAALJKAAAAA,264026866.60,73043.51,-27284278.37
catalog channel,catalog_pageAAAAAAAALKAAAAAA,0.00,13428871.05,-7885992.20
catalog channel,catalog_pageAAAAAAAALKBAAAAA,532646492.95,4412617.84,-54602807.33
catalog channel,catalog_pageAAAAAAAALKCAAAAA,531877331.42,4529566.69,-56528116.97
catalog channel,catalog_pageAAAAAAAALKDAAAAA,265442861.46,1487562.34,-27224166.48
catalog channel,catalog_pageAAAAAAAALKEAAAAA,0.00,989217.85,-588579.37
catalog channel,catalog_pageAAAAAAAALKFAAAAA,0.00,942147.76,-556956.95
catalog channel,catalog_pageAAAAAAAALKGAAAAA,0.00,1006857.99,-618107.39
catalog channel,catalog_pageAAAAAAAALKHAAAAA,0.00,690892.04,-393691.01
catalog channel,catalog_pageAAAAAAAALKIAAAAA,0.00,755814.79,-438088.14
catalog channel,catalog_pageAAAAAAAALKJAAAAA,0.00,392749.49,-225604.07
catalog channel,catalog_pageAAAAAAAALKKAAAAA,265095914.62,79236.67,-27328533.67
catalog channel,catalog_pageAAAAAAAALLAAAAAA,0.00,13436153.74,-7772443.87
catalog channel,catalog_pageAAAAAAAALLBAAAAA,530463739.22,4487380.17,-56470066.01
catalog channel,catalog_pageAAAAAAAALLCAAAAA,529794740.59,4639059.58,-55168702.02
